Title,Year,Age,Platform,Occurrence,Rating type,Score
Homeland,2011,18+,Hulu,1,Rotten Tomatoes,89
Gravity Falls,2012,7+,Hulu,1,Rotten Tomatoes,88
Sons of Anarchy,2008,18+,Hulu,1,Rotten Tomatoes,88
Line of Duty,2012,18+,Hulu,1,Rotten Tomatoes,87
Justified,2010,18+,Hulu,1,Rotten Tomatoes,87
This Is Us,2016,16+,Hulu,1,Rotten Tomatoes,87
Prison Break,2005,16+,Hulu,1,Rotten Tomatoes,87
Scrubs,2001,16+,Hulu,1,Rotten Tomatoes,87
What We Do in the Shadows,2019,18+,Hulu,1,Rotten Tomatoes,87
Archer,2009,18+,Hulu,1,Rotten Tomatoes,86
Killing Eve,2018,16+,Hulu,1,Rotten Tomatoes,86
Adventure Time,2010,7+,Hulu,1,Rotten Tomatoes,86
24,2001,16+,Hulu,1,Rotten Tomatoes,86
White Collar,2009,7+,Hulu,1,Rotten Tomatoes,85
Teen Wolf,2011,16+,Hulu,1,Rotten Tomatoes,85
The Shield,2002,18+,Hulu,1,Rotten Tomatoes,85
Bob's Burgers,2011,16+,Hulu,1,Rotten Tomatoes,85
30 Rock,2006,16+,Hulu,1,Rotten Tomatoes,84
Legion,2017,18+,Hulu,1,Rotten Tomatoes,84
Atlanta,2016,18+,Hulu,1,Rotten Tomatoes,84
The Office,2001,16+,Hulu,1,Rotten Tomatoes,84
Pretty Little Liars,2010,16+,Hulu,1,Rotten Tomatoes,83
Mr Inbetween,2018,18+,Hulu,1,Rotten Tomatoes,83
Friday Night Lights,2006,7+,Hulu,1,Rotten Tomatoes,83
Taboo,2017,18+,Hulu,1,Rotten Tomatoes,83
Normal People,2020,16+,Hulu,1,Rotten Tomatoes,83
Black Sails,2014,18+,Hulu,1,Rotten Tomatoes,83
Elementary,2012,16+,Hulu,1,Rotten Tomatoes,83
Veronica Mars,2004,16+,Hulu,1,Rotten Tomatoes,83
11.22.63,2016,18+,Hulu,1,Rotten Tomatoes,83
Nathan For You,2013,16+,Hulu,1,Rotten Tomatoes,82
Bones,2005,16+,Hulu,1,Rotten Tomatoes,82
The Killing,2011,18+,Hulu,1,Rotten Tomatoes,82
Naruto Shippūden,2007,7+,Hulu,1,Rotten Tomatoes,82
Burn Notice,2007,7+,Hulu,1,Rotten Tomatoes,82
Steins;Gate,2011,16+,Hulu,1,Rotten Tomatoes,82
Cosmos,2014,all,Hulu,1,Rotten Tomatoes,82
DAVE,2020,18+,Hulu,1,Rotten Tomatoes,82
Misfits,2009,18+,Hulu,1,Rotten Tomatoes,81
Peep Show,2003,18+,Hulu,1,Rotten Tomatoes,81
Criminal Minds,2005,16+,Hulu,1,Rotten Tomatoes,81
Superstore,2015,16+,Hulu,1,Rotten Tomatoes,81
Lie to Me,2009,16+,Hulu,1,Rotten Tomatoes,81
The Orville,2017,16+,Hulu,1,Rotten Tomatoes,80
Preacher,2016,18+,Hulu,1,Rotten Tomatoes,80
12 Monkeys,2015,16+,Hulu,1,Rotten Tomatoes,80
Dirk Gently's Holistic Detective Agency,2016,16+,Hulu,1,Rotten Tomatoes,80
Smallville,2001,7+,Hulu,1,Rotten Tomatoes,80
RuPaul's Drag Race,2009,16+,Hulu,1,Rotten Tomatoes,80
Fear the Walking Dead,2015,18+,Hulu,1,Rotten Tomatoes,80
"Love, Victor",2020,16+,Hulu,1,Rotten Tomatoes,80
Blue Bloods,2010,16+,Hulu,1,Rotten Tomatoes,80
Inside No. 9,2014,18+,Hulu,1,Rotten Tomatoes,80
Parenthood,2010,7+,Hulu,1,Rotten Tomatoes,79
Desperate Housewives,2004,7+,Hulu,1,Rotten Tomatoes,79
Broad City,2014,18+,Hulu,1,Rotten Tomatoes,79
Boston Legal,2004,16+,Hulu,1,Rotten Tomatoes,79
Revenge,2011,18+,Hulu,1,Rotten Tomatoes,79
Samurai Champloo,2004,18+,Hulu,1,Rotten Tomatoes,79
Workaholics,2011,16+,Hulu,1,Rotten Tomatoes,79
The Act,2019,18+,Hulu,1,Rotten Tomatoes,79
The Fosters,2013,16+,Hulu,1,Rotten Tomatoes,79
Younger,2015,16+,Hulu,1,Rotten Tomatoes,79
The Good Doctor,2017,16+,Hulu,1,Rotten Tomatoes,79
Terminator: The Sarah Connor Chronicles,2008,7+,Hulu,1,Rotten Tomatoes,79
9/1/01,2018,16+,Hulu,1,Rotten Tomatoes,79
Snowfall,2017,18+,Hulu,1,Rotten Tomatoes,78
The Venture Bros.,2004,18+,Hulu,1,Rotten Tomatoes,78
The Strain,2014,18+,Hulu,1,Rotten Tomatoes,78
The Terror,2018,18+,Hulu,1,Rotten Tomatoes,78
Zoey's Extraordinary Playlist,2020,16+,Hulu,1,Rotten Tomatoes,78
The League,2009,18+,Hulu,1,Rotten Tomatoes,78
Key & Peele,2012,18+,Hulu,1,Rotten Tomatoes,78
Malcolm in the Middle,2000,7+,Hulu,1,Rotten Tomatoes,78
Dollhouse,2009,16+,Hulu,1,Rotten Tomatoes,78
The Great,2020,18+,Hulu,1,Rotten Tomatoes,78
My Name Is Earl,2005,16+,Hulu,1,Rotten Tomatoes,78
Scandal,2012,16+,Hulu,1,Rotten Tomatoes,78
Motherland: Fort Salem,2020,16+,Hulu,1,Rotten Tomatoes,78
Awkward.,2011,16+,Hulu,1,Rotten Tomatoes,78
Raising Hope,2010,16+,Hulu,1,Rotten Tomatoes,78
Castle Rock,2018,18+,Hulu,1,Rotten Tomatoes,77
The Last Ship,2014,16+,Hulu,1,Rotten Tomatoes,77
Cruel Summer,2021,16+,Hulu,1,Rotten Tomatoes,77
Chicago Fire,2012,16+,Hulu,1,Rotten Tomatoes,77
Better Off Ted,2009,7+,Hulu,1,Rotten Tomatoes,77
Prodigal Son,2019,16+,Hulu,1,Rotten Tomatoes,77
Timeless,2016,7+,Hulu,1,Rotten Tomatoes,77
Devs,2020,18+,Hulu,1,Rotten Tomatoes,77
You're the Worst,2014,18+,Hulu,1,Rotten Tomatoes,77
Elfen Lied,2004,18+,Hulu,1,Rotten Tomatoes,77
Please Like Me,2013,18+,Hulu,1,Rotten Tomatoes,77
Lethal Weapon,2016,16+,Hulu,1,Rotten Tomatoes,77
The Last Man on Earth,2015,16+,Hulu,1,Rotten Tomatoes,77
Little Fires Everywhere,2020,18+,Hulu,1,Rotten Tomatoes,76
The Librarians,2014,16+,Hulu,1,Rotten Tomatoes,76
In the Flesh,2013,18+,Hulu,1,Rotten Tomatoes,76
The Exorcist,2016,16+,Hulu,1,Rotten Tomatoes,76
American Dad!,2005,16+,Hulu,1,Rotten Tomatoes,76
Ramy,2019,18+,Hulu,1,Rotten Tomatoes,76
Chicago P.D.,2014,16+,Hulu,1,Rotten Tomatoes,76
Stargate Atlantis,2004,7+,Hulu,1,Rotten Tomatoes,76
Marvel's Runaways,2017,16+,Hulu,1,Rotten Tomatoes,76
Rescue Me,2004,18+,Hulu,1,Rotten Tomatoes,76
Shadowhunters,2016,16+,Hulu,1,Rotten Tomatoes,76
Everybody Hates Chris,2005,7+,Hulu,1,Rotten Tomatoes,76
Stargate Universe,2009,16+,Hulu,1,Rotten Tomatoes,76
PEN15,2019,18+,Hulu,1,Rotten Tomatoes,76
My Mad Fat Diary,2013,16+,Hulu,1,Rotten Tomatoes,76
RuPaul's Drag Race All Stars,2012,16+,Hulu,1,Rotten Tomatoes,76
The Gifted,2017,16+,Hulu,1,Rotten Tomatoes,75
Future Man,2017,18+,Hulu,1,Rotten Tomatoes,75
Better Things,2016,18+,Hulu,1,Rotten Tomatoes,75
Sleepy Hollow,2013,16+,Hulu,1,Rotten Tomatoes,75
Regular Show,2010,7+,Hulu,1,Rotten Tomatoes,75
Top of the Lake,2013,18+,Hulu,1,Rotten Tomatoes,75
Switched at Birth,2011,16+,Hulu,1,Rotten Tomatoes,75
Wayward Pines,2015,16+,Hulu,1,Rotten Tomatoes,75
Dragon Ball Super,2015,7+,Hulu,1,Rotten Tomatoes,75
Fresh Off the Boat,2015,7+,Hulu,1,Rotten Tomatoes,75
The Mighty Boosh,2004,16+,Hulu,1,Rotten Tomatoes,75
Cardinal,2017,18+,Hulu,1,Rotten Tomatoes,74
Letterkenny,2016,18+,Hulu,1,Rotten Tomatoes,74
Scream Queens,2015,16+,Hulu,1,Rotten Tomatoes,74
Wilfred,2011,18+,Hulu,1,Rotten Tomatoes,74
Deutschland,2015,18+,Hulu,1,Rotten Tomatoes,74
Empire,2015,16+,Hulu,1,Rotten Tomatoes,74
Brockmire,2017,18+,Hulu,1,Rotten Tomatoes,74
The Unit,2006,16+,Hulu,1,Rotten Tomatoes,74
Genius,2017,16+,Hulu,1,Rotten Tomatoes,74
Mayans M.C.,2018,18+,Hulu,1,Rotten Tomatoes,74
black-ish,2014,16+,Hulu,1,Rotten Tomatoes,74
CSI: Crime Scene Investigation,2000,16+,Hulu,1,Rotten Tomatoes,74
Tokyo Ghoul,2014,16+,Hulu,1,Rotten Tomatoes,74
MythBusters,2003,7+,Hulu,1,Rotten Tomatoes,74
Don't Trust the B---- in Apartment 23,2012,16+,Hulu,1,Rotten Tomatoes,74
One Tree Hill,2003,16+,Hulu,1,Rotten Tomatoes,74
Nip/Tuck,2003,18+,Hulu,1,Rotten Tomatoes,74
Looking for Alaska,2019,18+,Hulu,1,Rotten Tomatoes,74
New Amsterdam,2018,16+,Hulu,1,Rotten Tomatoes,74
Cougar Town,2009,7+,Hulu,1,Rotten Tomatoes,73
The Purge,2018,18+,Hulu,1,Rotten Tomatoes,73
Catch-22,2019,18+,Hulu,1,Rotten Tomatoes,73
The Rookie,2018,16+,Hulu,1,Rotten Tomatoes,73
The Looming Tower,2018,18+,Hulu,1,Rotten Tomatoes,73
Blindspot,2015,16+,Hulu,1,Rotten Tomatoes,73
Steven Universe,2013,7+,Hulu,1,Rotten Tomatoes,73
Nashville,2012,7+,Hulu,1,Rotten Tomatoes,73
Salem,2014,18+,Hulu,1,Rotten Tomatoes,73
The Mindy Project,2012,7+,Hulu,1,Rotten Tomatoes,73
Mrs. America,2020,18+,Hulu,1,Rotten Tomatoes,73
The Middle,2009,7+,Hulu,1,Rotten Tomatoes,73
Black Clover,2017,16+,Hulu,1,Rotten Tomatoes,73
Witches of East End,2013,16+,Hulu,1,Rotten Tomatoes,73
Whitechapel,2009,7+,Hulu,1,Rotten Tomatoes,73
Stumptown,2019,16+,Hulu,1,Rotten Tomatoes,73
Harlots,2017,18+,Hulu,1,Rotten Tomatoes,72
UnREAL,2015,16+,Hulu,1,Rotten Tomatoes,72
Graceland,2013,16+,Hulu,1,Rotten Tomatoes,72
Anthony Bourdain: No Reservations,2005,7+,Hulu,1,Rotten Tomatoes,72
Ugly Betty,2006,7+,Hulu,1,Rotten Tomatoes,72
Marvel's Cloak & Dagger,2018,16+,Hulu,1,Rotten Tomatoes,72
The Bold Type,2017,16+,Hulu,1,Rotten Tomatoes,72
The Resident,2018,16+,Hulu,1,Rotten Tomatoes,72
The Goldbergs,2013,7+,Hulu,1,Rotten Tomatoes,72
Terriers,2010,18+,Hulu,1,Rotten Tomatoes,72
American Horror Stories,2021,18+,Hulu,1,Rotten Tomatoes,72
Fairy Tail,2009,16+,Hulu,1,Rotten Tomatoes,72
Bunheads,2012,16+,Hulu,1,Rotten Tomatoes,72
High Fidelity,2020,18+,Hulu,1,Rotten Tomatoes,72
Horace and Pete,2016,18+,Hulu,1,Rotten Tomatoes,72
The Amazing World of Gumball,2011,7+,Hulu,1,Rotten Tomatoes,71
Hell's Kitchen,2005,16+,Hulu,1,Rotten Tomatoes,71
Robot Chicken,2005,18+,Hulu,1,Rotten Tomatoes,71
People of Earth,2016,18+,Hulu,1,Rotten Tomatoes,71
Boruto: Naruto Next Generations,2017,16+,Hulu,1,Rotten Tomatoes,71
The Musketeers,2014,16+,Hulu,1,Rotten Tomatoes,71
Shrill,2019,18+,Hulu,1,Rotten Tomatoes,71
LEGO Masters,2020,7+,Hulu,1,Rotten Tomatoes,71
Good Behavior,2016,18+,Hulu,1,Rotten Tomatoes,71
Murdoch Mysteries,2008,7+,Hulu,1,Rotten Tomatoes,71
Mom,2013,16+,Hulu,1,Rotten Tomatoes,71
Doc Martin,2004,7+,Hulu,1,Rotten Tomatoes,71
Impractical Jokers,2011,16+,Hulu,1,Rotten Tomatoes,71
Debris,2021,16+,Hulu,1,Rotten Tomatoes,71
Solar Opposites,2020,18+,Hulu,1,Rotten Tomatoes,70
Trust,2018,18+,Hulu,1,Rotten Tomatoes,70
SIX,2017,18+,Hulu,1,Rotten Tomatoes,70
Last Man Standing,2011,7+,Hulu,1,Rotten Tomatoes,70
Body of Proof,2011,16+,Hulu,1,Rotten Tomatoes,70
Afro Samurai,2007,18+,Hulu,1,Rotten Tomatoes,70
S.W.A.T.,2017,16+,Hulu,1,Rotten Tomatoes,70
A Million Little Things,2018,16+,Hulu,1,Rotten Tomatoes,70
For Life,2020,16+,Hulu,1,Rotten Tomatoes,70
Flashpoint,2008,16+,Hulu,1,Rotten Tomatoes,70
The Detour,2016,18+,Hulu,1,Rotten Tomatoes,70
Greek,2007,16+,Hulu,1,Rotten Tomatoes,70
Casual,2015,18+,Hulu,1,Rotten Tomatoes,70
Mary Kills People,2017,18+,Hulu,1,Rotten Tomatoes,70
Mushi-Shi,2005,16+,Hulu,1,Rotten Tomatoes,70
Baskets,2016,18+,Hulu,1,Rotten Tomatoes,70
Touch,2012,16+,Hulu,1,Rotten Tomatoes,70
Big Sky,2020,16+,Hulu,1,Rotten Tomatoes,70
The Wrong Mans,2013,18+,Hulu,1,Rotten Tomatoes,70
Chance,2016,18+,Hulu,1,Rotten Tomatoes,69
The Split,2018,18+,Hulu,1,Rotten Tomatoes,69
Make It or Break It,2009,16+,Hulu,1,Rotten Tomatoes,69
Das Boot,2018,18+,Hulu,1,Rotten Tomatoes,69
Legit,2013,18+,Hulu,1,Rotten Tomatoes,69
Breeders,2020,18+,Hulu,1,Rotten Tomatoes,69
Queen Sugar,2016,16+,Hulu,1,Rotten Tomatoes,69
Drake & Josh,2004,all,Hulu,1,Rotten Tomatoes,69
MasterChef,2010,16+,Hulu,1,Rotten Tomatoes,69
Young Rock,2021,16+,Hulu,1,Rotten Tomatoes,69
The Eric Andre Show,2012,18+,Hulu,1,Rotten Tomatoes,69
Man Seeking Woman,2015,18+,Hulu,1,Rotten Tomatoes,69
Pretty Little Liars: The Perfectionists,2019,16+,Hulu,1,Rotten Tomatoes,69
Lodge 49,2018,16+,Hulu,1,Rotten Tomatoes,69
I Am the Night,2019,18+,Hulu,1,Rotten Tomatoes,69
NOS4A2,2019,16+,Hulu,1,Rotten Tomatoes,69
The Glades,2010,16+,Hulu,1,Rotten Tomatoes,69
The Bridge,2013,18+,Hulu,1,Rotten Tomatoes,69
Underground,2016,18+,Hulu,1,Rotten Tomatoes,69
A Teacher,2020,18+,Hulu,1,Rotten Tomatoes,69
Danny Phantom,2004,7+,Hulu,1,Rotten Tomatoes,69
30 for 30,2009,7+,Hulu,1,Rotten Tomatoes,69
Life in Pieces,2015,16+,Hulu,1,Rotten Tomatoes,69
The Amazing Race,2001,7+,Hulu,1,Rotten Tomatoes,68
Pitch,2016,16+,Hulu,1,Rotten Tomatoes,68
Numb3rs,2005,7+,Hulu,1,Rotten Tomatoes,68
Tyrant,2014,18+,Hulu,1,Rotten Tomatoes,68
Legends,2014,16+,Hulu,1,Rotten Tomatoes,68
Angie Tribeca,2016,16+,Hulu,1,Rotten Tomatoes,68
FLCL,2000,18+,Hulu,1,Rotten Tomatoes,68
Fosse/Verdon,2019,18+,Hulu,1,Rotten Tomatoes,68
Assassination Classroom,2015,16+,Hulu,1,Rotten Tomatoes,68
Top Chef,2006,16+,Hulu,1,Rotten Tomatoes,68
Ghost Whisperer,2005,7+,Hulu,1,Rotten Tomatoes,68
Darker than Black,2007,16+,Hulu,1,Rotten Tomatoes,68
Kaguya-sama: Love is War,2019,16+,Hulu,1,Rotten Tomatoes,68
Everything's Gonna Be Okay,2020,16+,Hulu,1,Rotten Tomatoes,68
Psycho-Pass,2012,18+,Hulu,1,Rotten Tomatoes,68
Friday Night Dinner,2011,18+,Hulu,1,Rotten Tomatoes,68
Wu-Tang: An American Saga,2019,18+,Hulu,1,Rotten Tomatoes,68
Hellsing Ultimate,2006,18+,Hulu,1,Rotten Tomatoes,68
Claws,2017,18+,Hulu,1,Rotten Tomatoes,68
Marvel's M.O.D.O.K.,2021,18+,Hulu,1,Rotten Tomatoes,68
Shark Tank,2009,7+,Hulu,1,Rotten Tomatoes,68
Ghost Adventures,2008,13+,Hulu,1,Rotten Tomatoes,67
Miranda,2009,7+,Hulu,1,Rotten Tomatoes,67
Making It,2018,7+,Hulu,1,Rotten Tomatoes,67
The Son,2017,16+,Hulu,1,Rotten Tomatoes,67
10 Things I Hate About You,2009,16+,Hulu,1,Rotten Tomatoes,67
Good Trouble,2019,16+,Hulu,1,Rotten Tomatoes,67
Ben 10,2005,7+,Hulu,1,Rotten Tomatoes,67
The Mick,2017,16+,Hulu,1,Rotten Tomatoes,67
Overlord,2015,18+,Hulu,1,Rotten Tomatoes,67
The Path,2016,18+,Hulu,1,Rotten Tomatoes,67
Descendants of the Sun,2016,16+,Hulu,1,Rotten Tomatoes,67
Single Parents,2018,7+,Hulu,1,Rotten Tomatoes,67
Deadliest Catch,2005,16+,Hulu,1,Rotten Tomatoes,67
Gangland Undercover,2015,16+,Hulu,1,Rotten Tomatoes,67
Shiki,2010,18+,Hulu,1,Rotten Tomatoes,67
Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,Hulu,1,Rotten Tomatoes,67
Jane Eyre,2006,7+,Hulu,1,Rotten Tomatoes,67
Kitchen Nightmares,2007,16+,Hulu,1,Rotten Tomatoes,67
Devious Maids,2013,7+,Hulu,1,Rotten Tomatoes,67
My Wife and Kids,2001,7+,Hulu,1,Rotten Tomatoes,67
Star vs. the Forces of Evil,2015,7+,Hulu,1,Rotten Tomatoes,67
Dark Side of the Ring,2019,16+,Hulu,1,Rotten Tomatoes,67
High School DxD,2012,18+,Hulu,1,Rotten Tomatoes,67
Transplant,2020,16+,Hulu,1,Rotten Tomatoes,67
Apple Tree Yard,2017,16+,Hulu,1,Rotten Tomatoes,67
9-1-1: Lone Star,2020,16+,Hulu,1,Rotten Tomatoes,67
Fruits Basket,2019,7+,Hulu,1,Rotten Tomatoes,66
Siren,2018,7+,Hulu,1,Rotten Tomatoes,66
Holey Moley,2019,7+,Hulu,1,Rotten Tomatoes,66
Diabolik Lovers,2013,16+,Hulu,1,Rotten Tomatoes,66
Baby Daddy,2012,16+,Hulu,1,Rotten Tomatoes,66
The Long Road Home,2017,18+,Hulu,1,Rotten Tomatoes,66
Black Lagoon,2006,18+,Hulu,1,Rotten Tomatoes,66
Taken,2017,18+,Hulu,1,Rotten Tomatoes,66
Walker,2021,16+,Hulu,1,Rotten Tomatoes,66
Catfish: The TV Show,2012,16+,Hulu,1,Rotten Tomatoes,66
Treadstone,2019,18+,Hulu,1,Rotten Tomatoes,66
X-Men: Evolution,2000,7+,Hulu,1,Rotten Tomatoes,66
Death Parade,2015,18+,Hulu,1,Rotten Tomatoes,66
NEXT,2020,16+,Hulu,1,Rotten Tomatoes,66
Golden Time,2013,16+,Hulu,1,Rotten Tomatoes,66
Dollface,2019,18+,Hulu,1,Rotten Tomatoes,66
Being Mary Jane,2014,16+,Hulu,1,Rotten Tomatoes,66
Drunk History,2013,16+,Hulu,1,Rotten Tomatoes,65
Twisted,2013,16+,Hulu,1,Rotten Tomatoes,65
Brothers and Sisters,2006,16+,Hulu,1,Rotten Tomatoes,65
Breakout Kings,2011,16+,Hulu,1,Rotten Tomatoes,65
Scott & Bailey,2011,7+,Hulu,1,Rotten Tomatoes,65
Little Britain,2003,18+,Hulu,1,Rotten Tomatoes,65
Law & Order: Organized Crime,2021,16+,Hulu,1,Rotten Tomatoes,65
Ergo Proxy,2006,18+,Hulu,1,Rotten Tomatoes,65
Noragami,2014,16+,Hulu,1,Rotten Tomatoes,65
Primeval,2007,16+,Hulu,1,Rotten Tomatoes,65
Face Off,2011,7+,Hulu,1,Rotten Tomatoes,65
Love Island,2015,18+,Hulu,1,Rotten Tomatoes,65
Prison School,2015,18+,Hulu,1,Rotten Tomatoes,65
Good Luck Charlie,2010,all,Hulu,1,Rotten Tomatoes,65
Medium,2005,16+,Hulu,1,Rotten Tomatoes,65
Fire Force,2019,16+,Hulu,1,Rotten Tomatoes,65
Second Chance,2016,16+,Hulu,1,Rotten Tomatoes,65
American Housewife,2016,7+,Hulu,1,Rotten Tomatoes,65
The First,2018,18+,Hulu,1,Rotten Tomatoes,65
Reprisal,2019,18+,Hulu,1,Rotten Tomatoes,65
Mushoku Tensei: Jobless Reincarnation,2021,16+,Hulu,1,Rotten Tomatoes,64
The Kids Are Alright,2018,7+,Hulu,1,Rotten Tomatoes,64
The Fades,2011,18+,Hulu,1,Rotten Tomatoes,64
My Teen Romantic Comedy SNAFU,2013,16+,Hulu,1,Rotten Tomatoes,64
Station 19,2018,16+,Hulu,1,Rotten Tomatoes,64
New Tricks,2003,7+,Hulu,1,Rotten Tomatoes,64
Monster Musume: Everyday Life with Monster Girls,2015,18+,Hulu,1,Rotten Tomatoes,64
The Conners,2018,7+,Hulu,1,Rotten Tomatoes,64
CSI: Miami,2002,16+,Hulu,1,Rotten Tomatoes,64
Metalocalypse,2006,18+,Hulu,1,Rotten Tomatoes,64
America's Got Talent,2006,7+,Hulu,1,Rotten Tomatoes,64
Fixer Upper,2013,all,Hulu,1,Rotten Tomatoes,64
DCI Banks,2011,16+,Hulu,1,Rotten Tomatoes,64
The Future Diary,2011,18+,Hulu,1,Rotten Tomatoes,64
Childrens Hospital,2008,18+,Hulu,1,Rotten Tomatoes,64
The First 48,2004,18+,Hulu,1,Rotten Tomatoes,64
Chopped,2009,all,Hulu,1,Rotten Tomatoes,64
Sense and Sensibility,2008,16+,Hulu,1,Rotten Tomatoes,64
Teenage Mutant Ninja Turtles,2012,7+,Hulu,1,Rotten Tomatoes,64
Monogatari,2009,16+,Hulu,1,Rotten Tomatoes,64
Clique,2017,18+,Hulu,1,Rotten Tomatoes,63
Atlantis,2013,7+,Hulu,1,Rotten Tomatoes,63
Travel Man: 48 Hours in...,2015,7+,Hulu,1,Rotten Tomatoes,63
Chowder,2007,7+,Hulu,1,Rotten Tomatoes,63
The Hardy Boys,2020,7+,Hulu,1,Rotten Tomatoes,63
Shots Fired,2017,16+,Hulu,1,Rotten Tomatoes,63
The Familiar of Zero,2006,16+,Hulu,1,Rotten Tomatoes,63
Four Weddings and a Funeral,2019,18+,Hulu,1,Rotten Tomatoes,63
Hamilton's Pharmacopeia,2016,18+,Hulu,1,Rotten Tomatoes,63
The New York Times Presents,2020,18+,Hulu,1,Rotten Tomatoes,63
What's Wrong with Secretary Kim,2018,all,Hulu,1,Rotten Tomatoes,63
The Great North,2021,16+,Hulu,1,Rotten Tomatoes,63
The Ultimate Fighter,2005,16+,Hulu,1,Rotten Tomatoes,63
Foster's Home for Imaginary Friends,2004,7+,Hulu,1,Rotten Tomatoes,63
The Tonight Show Starring Jimmy Fallon,2014,16+,Hulu,1,Rotten Tomatoes,63
Barkskins,2020,18+,Hulu,1,Rotten Tomatoes,63
River Monsters,2009,7+,Hulu,1,Rotten Tomatoes,63
Yu-Gi-Oh! GX,2004,all,Hulu,1,Rotten Tomatoes,63
Highschool of the Dead,2010,18+,Hulu,1,Rotten Tomatoes,63
The Marvelous Misadventures of Flapjack,2008,7+,Hulu,1,Rotten Tomatoes,63
Difficult People,2015,18+,Hulu,1,Rotten Tomatoes,63
Reba,2001,7+,Hulu,1,Rotten Tomatoes,63
The Event,2010,16+,Hulu,1,Rotten Tomatoes,62
Home Economics,2021,7+,Hulu,1,Rotten Tomatoes,62
Clannad After Story,2009,7+,Hulu,1,Rotten Tomatoes,62
Bless This Mess,2019,7+,Hulu,1,Rotten Tomatoes,62
Horrible Histories,2009,7+,Hulu,1,Rotten Tomatoes,62
grown-ish,2018,16+,Hulu,1,Rotten Tomatoes,62
Duncanville,2020,16+,Hulu,1,Rotten Tomatoes,62
The Guest Book,2017,18+,Hulu,1,Rotten Tomatoes,62
Speechless,2016,7+,Hulu,1,Rotten Tomatoes,62
Intervention,2005,16+,Hulu,1,Rotten Tomatoes,62
K.C. Undercover,2015,all,Hulu,1,Rotten Tomatoes,62
Melissa & Joey,2010,16+,Hulu,1,Rotten Tomatoes,62
Charlotte,2015,16+,Hulu,1,Rotten Tomatoes,62
Mr. Mayor,2021,16+,Hulu,1,Rotten Tomatoes,62
Murder in the First,2014,18+,Hulu,1,Rotten Tomatoes,62
Jersey Shore: Family Vacation,2018,16+,Hulu,1,Rotten Tomatoes,62
24: Legacy,2017,16+,Hulu,1,Rotten Tomatoes,62
American Ninja Warrior,2009,7+,Hulu,1,Rotten Tomatoes,62
Seraph of the End,2015,13+,Hulu,1,Rotten Tomatoes,62
Brickleberry,2012,18+,Hulu,1,Rotten Tomatoes,62
Ghosted,2017,7+,Hulu,1,Rotten Tomatoes,62
Saving Hope,2012,16+,Hulu,1,Rotten Tomatoes,62
Married at First Sight,2014,7+,Hulu,1,Rotten Tomatoes,61
The Voice,2011,7+,Hulu,1,Rotten Tomatoes,61
American Pickers,2010,7+,Hulu,1,Rotten Tomatoes,61
Nightwatch,2015,16+,Hulu,1,Rotten Tomatoes,61
Gold Rush,2010,7+,Hulu,1,Rotten Tomatoes,61
The Riches,2007,18+,Hulu,1,Rotten Tomatoes,61
Lark Rise to Candleford,2008,7+,Hulu,1,Rotten Tomatoes,61
Stan Against Evil,2016,16+,Hulu,1,Rotten Tomatoes,61
Homicide Hunter: Lt Joe Kenda,2011,16+,Hulu,1,Rotten Tomatoes,61
RuPaul's Drag Race: Untucked,2010,16+,Hulu,1,Rotten Tomatoes,61
The Carmichael Show,2015,7+,Hulu,1,Rotten Tomatoes,61
Moone Boy,2012,16+,Hulu,1,Rotten Tomatoes,61
Tyler Perry's The Haves and the Have Nots,2013,16+,Hulu,1,Rotten Tomatoes,61
Light as a Feather,2018,16+,Hulu,1,Rotten Tomatoes,61
Burden of Truth,2018,16+,Hulu,1,Rotten Tomatoes,61
Kamisama Kiss,2012,7+,Hulu,1,Rotten Tomatoes,61
Mike Tyson Mysteries,2014,16+,Hulu,1,Rotten Tomatoes,61
My Life as a Teenage Robot,2003,all,Hulu,1,Rotten Tomatoes,60
Expedition Unknown,2015,7+,Hulu,1,Rotten Tomatoes,60
Rosewood,2015,16+,Hulu,1,Rotten Tomatoes,60
The Guardian,2001,7+,Hulu,1,Rotten Tomatoes,60
Jeremiah,2002,18+,Hulu,1,Rotten Tomatoes,60
The Secret of Skinwalker Ranch,2020,7+,Hulu,1,Rotten Tomatoes,60
The Real Housewives of Beverly Hills,2010,16+,Hulu,1,Rotten Tomatoes,60
Sealab 2021,2000,16+,Hulu,1,Rotten Tomatoes,60
The Incredible Dr. Pol,2011,7+,Hulu,1,Rotten Tomatoes,60
The Fruit of Grisaia,2014,18+,Hulu,1,Rotten Tomatoes,60
Ben 10: Omniverse,2012,7+,Hulu,1,Rotten Tomatoes,60
Naked and Afraid,2013,16+,Hulu,1,Rotten Tomatoes,60
Woke,2020,18+,Hulu,1,Rotten Tomatoes,60
Mr. Pickles,2014,18+,Hulu,1,Rotten Tomatoes,60
The Moodys,2019,16+,Hulu,1,Rotten Tomatoes,60
Being Erica,2009,16+,Hulu,1,Rotten Tomatoes,60
Dual Survival,2010,16+,Hulu,1,Rotten Tomatoes,60
Dimension 404,2017,16+,Hulu,1,Rotten Tomatoes,60
Bad Banks,2018,7+,Hulu,1,Rotten Tomatoes,60
McLeod's Daughters,2001,16+,Hulu,1,Rotten Tomatoes,60
Life Below Zero,2013,7+,Hulu,1,Rotten Tomatoes,60
